x1,x2,x3,y
"-33,566","-30,458","-63,532","-4,714"
"-14,874","-10,458","-33,532","-37,618"
"43,695",7.9542,"13,647","-11,148"
"4,424",7.9542,"13,647","29,255"
"10,774",7.9542,"14,647","39,894"
"-2,213","-20,458","-43,532","98,741"
"-12,373",3.9542,6.6468,"-40,801"
"29,304",7.9542,"13,647","-33,869"
"22,969","-80,458","-12,353","-27,269"
"43,521","95,419","64,684","-33,528"
"-34,605","-30,458","-73,532","9,622"
"-79,745","-40,458","-83,532","-36,079"
"-31,353","-60,458","-10,353","-1,997"
"-30,442","-30,458","-63,532","-39,801"
"-12,178","-45,805","-35,316","46,896"
"-4,612",4.9542,8.6468,"-21,137"
"-45,979","-50,458","-93,532","-98,501"
"-20,926","-11,046","-15,353","-42,603"
"28,569",3.9542,7.6468,"-11,338"
"-18,629",7.9542,"14,647","-10,375"
"48,298","-40,458","-83,532","26,955"
"-21,677","-10,458","-23,532","-56,285"
"44,734",5.9542,"10,647","63,726"
"-46,964",4.9542,8.6468,"-39,421"
"-32,283","-30,458","-73,532","21,317"
"22,784","95,419",1.6468,"13,333"
"-35,989","-40,458","-83,532","10,554"
"4,601","-10,458","-23,532","50,523"
"37,609",6.9542,"11,647","2,054"
"-11,487","-11,046","-15,353","-13,461"
"-64,536",6.9542,"12,647","-37,649"
"23,567","-11,046","-15,353","25,329"
"-20,635","95,419","64,684","-48,255"
"-38,664",3.9542,6.6468,"-15,214"
"-24,873",7.9542,"13,647","27,918"
"-25,111",6.9542,"12,647","3,614"
"4,116","-10,046","-14,353","-23,375"
"-2,359","-20,458","-43,532","-35,243"
"-31,521",1.9542,2.6468,"13,922"
"-14,516","-30,458","-63,532","-50,653"
"-27,124",7.9542,"14,647","30,572"
"33,921","-50,458","-93,532","-47,267"
"-72,519",2.9542,5.6468,"36,452"
"-19,803","-80,458","-12,353","44,616"
"22,453",7.9542,"13,647","29,038"
"-49,522",4.9542,8.6468,"-99,305"
"26,128",3.9542,7.6468,"25,072"
"25,367","-20,458","-43,532","26,793"
"26,897","95,419",1.6468,"19,975"
"40,272","-80,458","-12,353","-1,928"
"17,202",1.9542,2.6468,"1,132"
"-36,927",5.9542,"10,647","-45,969"
"-10,682",1.9542,2.6468,"-19,045"
"-45,269","-20,458","-53,532","23,264"
"10,234",5.9542,9.6468,"15,613"
"-39,406","-70,458","-11,353","-16,895"
"-94,819",2.9542,5.6468,"-1,091"
"-12,936",3.9542,6.6468,"25,222"
"-42,305",5.9542,9.6468,"38,179"
"-41,973","-11,046","-15,353","40,581"
125,"-11,046","-15,353","19,994"
"63,744","95,419",1.6468,"44,985"
"-45,983","-11,046","-15,353","17,727"
"-28,962","-20,458","-43,532","48,562"
"-46,546",6.9542,"12,647","-9,039"
"35,484","-60,458","-10,353",483
"-3,292","-45,805","-13,532","12,701"
"30,016","-30,458","-63,532","13,007"
"1,032","-30,458","-63,532","-11,282"
"35,038",5.9542,"10,647","50,886"
"-11,368","-50,458","-93,532","38,078"
"-49,937","-45,805","-13,532","4,948"
"10,252",3.9542,7.6468,"16,528"
"21,712","-10,046","-14,353","13,449"
"-32,316",5.9542,"10,647","37,398"
"1,792",6.9542,"11,647","43,083"
"31,247",7.9542,"14,647","-42,252"
"60,167",6.9542,"11,647","30,362"
"17,281",2.9542,5.6468,"-37,787"
"-3,776","-20,458","-53,532","-32,213"
"29,281",2.9542,4.6468,"48,115"
"62,031","-50,458","-93,532","21,475"
"-24,808",1.9542,3.6468,"11,765"
"-34,618",1.9542,3.6468,"-11,654"
"-8,168",7.9542,"13,647","37,289"
"35,852",1.9542,2.6468,"33,719"
"-24,652","-20,458","-43,532","27,803"
"17,649","-45,805","-35,316","-1,646"
"-30,264",1.9542,3.6468,"20,775"
"-27,672",3.9542,7.6468,"-58,274"
"3,847","-45,805","-35,316","45,217"
"-29,196","-90,458","-13,353","-36,564"
"14,108","-80,458","-12,353","37,364"
"42,062","-10,458","-23,532","40,847"
"-19,191","-30,458","-73,532","42,405"
"13,639","-45,805","-35,316","-38,321"
"-48,268","-45,805","-13,532","11,343"
"32,533",3.9542,7.6468,"46,593"
"35,805","95,419","64,684","47,479"
"16,801","-60,458","-10,353","-42,016"
"47,548","-20,458","-43,532","33,448"
"42,831","-45,805","-13,532","-49,301"
"13,904","-10,458","-33,532","-43,812"
"-38,241","95,419","64,684","-28,724"
"-28,554","-45,805","-35,316","19,203"
"-10,729","95,419","64,684","-23,235"
"17,608",4.9542,8.6468,"-35,671"
"-18,318",6.9542,"12,647","-20,328"
"-55,314",3.9542,6.6468,"46,579"
"-12,343",4.9542,8.6468,"10,172"
"-16,324",2.9542,4.6468,"-43,932"
"-1,098",7.9542,"13,647","31,005"
"21,637","-10,458","-33,532","38,617"
"-34,014",6.9542,"12,647","21,686"
"-47,473","-20,458","-43,532","-20,583"
"-17,069","-10,458","-23,532","28,965"
"-27,248","-60,458","-10,353","-46,082"
"-15,587",5.9542,9.6468,"25,205"
"49,418","-10,458","-23,532","59,695"
"-19,952",2.9542,5.6468,"28,193"
"31,348",6.9542,"11,647","41,011"
"43,431",6.9542,"11,647","20,111"
"-35,821",5.9542,9.6468,"-10,337"
"24,731",1.9542,3.6468,"-45,474"
"40,992",1.9542,3.6468,"21,103"
"-23,457","-20,458","-53,532","-77,831"
"-81,875","-10,046","-14,353","-17,162"
"38,645","-30,458","-73,532","-48,579"
"-21,794","-30,458","-73,532","2,178"
"-44,687","-10,046","-14,353","16,122"
"-40,907","95,419","64,684","67,407"
"-31,372",6.9542,"12,647","21,092"
"28,078","-20,458","-53,532","91,584"
"-29,112","-20,458","-53,532","-26,081"
"36,219","-50,458","-93,532","-30,988"
"-37,686","-10,458","-23,532","47,229"
"-15,818",6.9542,"12,647","4,991"
"-20,805","-60,458","-10,353","1,229"
"21,696","-10,458","-23,532","-48,158"
"76,141",6.9542,"12,647","-14,136"
"-46,959","-45,805","-35,316","7,411"
"-55,717","-70,458","-11,353","8,861"
"29,977","-10,046","-14,353","-44,252"
"25,633","95,419",1.6468,"45,724"
"-27,026",4.9542,8.6468,"16,383"
"33,452","-45,805","-13,532","36,237"
"58,976","-10,046","-14,353","-31,323"
"-20,622",6.9542,"12,647","-21,329"
"1,568",3.9542,7.6468,"-34,448"
"-10,749","95,419",1.6468,"46,599"
"-38,275",3.9542,6.6468,"1,232"
"-45,328","-10,046","-14,353","-62,587"
"46,745","-10,458","-33,532","27,134"
"10,587",2.9542,5.6468,"-24,637"
"-4,333","-70,458","-11,353","-96,571"
"-41,686","-20,458","-43,532","45,949"
"40,994",1.9542,3.6468,"-1,323"
"-37,489","95,419",1.6468,"10,537"
"36,111","-20,458","-43,532","-49,698"
"6,597","-10,458","-23,532","46,227"
"-28,253","-60,458","-10,353","44,319"
"-60,086","95,419",1.6468,"-22,137"
"24,903",5.9542,"10,647","-79,868"
"40,598",3.9542,6.6468,"34,645"
"40,171",6.9542,"11,647","-16,215"
"-49,207","95,419",1.6468,"-18,081"
"-16,307","-30,458","-73,532","-2,773"
"-36,473","-80,458","-12,353","-13,651"
"49,604","-90,458","-13,353","11,912"
"-11,493",7.9542,"14,647","34,948"
"-25,614","-90,458","-13,353","-20,142"
577,7.9542,"14,647","47,891"
"-42,354","95,419","64,684","-14,531"
"41,765","-10,458","-33,532","-27,726"
"14,854","-20,458","-53,532","-75,202"
"3,032","-40,458","-83,532","-3,663"
"-50,672",7.9542,"14,647","27,127"
"15,397","-70,458","-11,353","-31,331"
"-2,373",3.9542,6.6468,"-43,874"
"15,071","-10,458","-33,532","-1,516"
"14,789","-70,458","-11,353","40,195"
"32,239","-70,458","-11,353","24,708"
"-12,301",7.9542,"14,647","-41,464"
"-22,748","95,419","64,684","-29,208"
"25,227","95,419","64,684","27,964"
"-11,533","-45,805","-13,532","31,073"
"-24,107","95,419","64,684","11,659"
"-24,602",7.9542,"14,647","-3,653"
"17,837",7.9542,"13,647","47,207"
"-18,948","-30,458","-73,532","23,022"
"31,071",3.9542,7.6468,"35,944"
"26,789",2.9542,5.6468,"98,909"
"-15,683",5.9542,9.6468,"3,312"
"-28,906",3.9542,7.6468,"48,524"
"-31,565","-10,046","-14,353","-2,314"
"24,657","-60,458","-10,353","-3,579"
"-11,205",1.9542,2.6468,"25,072"
"-40,509",2.9542,4.6468,"25,818"
"98,196","-11,046","-15,353","24,574"
"-20,961",1.9542,3.6468,"48,092"
"-42,501","-45,805","-13,532","40,474"
"48,273","-50,458","-93,532","-9,627"
"-24,127",1.9542,2.6468,"27,103"
"-23,826",3.9542,7.6468,"-27,951"
"-24,505","-45,805","-13,532","33,113"
"-5,001",2.9542,4.6468,"4,829"
"-27,661","-10,458","-23,532","90,203"
"40,665",2.9542,4.6468,"-11,855"
"-25,288","-90,458","-13,353","10,583"
"23,422","-11,046","-15,353","50,477"
"59,125",3.9542,6.6468,"-18,835"
"-44,217","-10,458","-33,532","42,082"
"-42,675","-10,046","-14,353","44,467"
"27,556",4.9542,8.6468,"16,778"
"24,304","-10,458","-23,532","-49,507"
"42,618","-20,458","-53,532","-41,196"
"30,962",7.9542,"13,647","36,615"
"-55,675",3.9542,6.6468,"3,959"
"-3,526","-10,458","-33,532","-12,739"
"31,556",3.9542,6.6468,"14,764"
"29,759","-20,458","-43,532","-42,791"
"-34,059","-80,458","-12,353","23,071"
"23,667",3.9542,6.6468,"-19,413"
"46,351","-10,458","-33,532","35,912"
"-21,132",7.9542,"13,647","-15,801"
"-48,063",4.9542,8.6468,"34,338"
"-2,038","-10,046","-14,353","-28,626"
"-23,248","95,419",1.6468,"-30,998"
"15,818","-60,458","-10,353","33,883"
"-49,588","-40,458","-83,532","-19,315"
"43,751",2.9542,4.6468,"33,499"
"-31,555",6.9542,"11,647","1,995"
"28,858",7.9542,"14,647","24,582"
"-37,067","-45,805","-35,316","30,963"
"29,662","-30,458","-73,532","30,349"
"-31,016",2.9542,5.6468,"26,209"
"-40,781",1.9542,3.6468,"46,104"
"87,062",3.9542,6.6468,"67,357"
"-49,341",2.9542,5.6468,"-31,266"
"49,372","-60,458","-10,353","-19,768"
"2,341","-90,458","-13,353","30,589"
"-23,127",1.9542,2.6468,"-39,583"
"28,866","-45,805","-35,316","-27,974"
"-61,301","-20,458","-53,532","-42,975"
"-23,999",6.9542,"11,647","-12,181"
"34,811",2.9542,5.6468,"-17,614"
"40,435","-30,458","-63,532","-17,215"
"44,027",7.9542,"14,647","32,471"
"-26,806","-10,458","-33,532","-41,898"
"21,823",3.9542,7.6468,"11,248"
"3,192",6.9542,"12,647","39,051"
"48,183",1.9542,2.6468,"-34,768"
"-40,626","-30,458","-73,532","29,398"
"28,118","-30,458","-73,532","-45,537"
"-44,528",6.9542,"11,647","-48,515"
"17,988",7.9542,"13,647","-40,057"
"29,387","-11,046","-15,353","20,145"
"8,712","-10,458","-23,532","23,468"
"-47,163","-20,458","-53,532","-47,964"
"-22,572","-70,458","-11,353","-3,116"
"31,473","-10,458","-23,532","37,715"
"-47,202","-20,458","-53,532","-36,297"
"-9,886","-11,046","-15,353","-3,422"
"70,941","-20,458","-43,532","-41,105"
"-67,183",6.9542,"12,647","20,623"
"-12,862","-10,458","-23,532","-29,294"
"81,929","-45,805","-13,532","-15,388"
"11,017",2.9542,4.6468,"48,945"
"-14,067",3.9542,7.6468,"-11,004"
"-22,775","95,419",1.6468,"41,148"
"-10,067","-11,046","-15,353","40,201"
"33,709","-20,458","-43,532","2,673"
"-8,034","-11,046","-15,353","-26,572"
"38,365",2.9542,5.6468,"18,207"
"48,848","95,419","64,684","-24,654"
"-2,333","-20,458","-53,532","40,101"
"32,715",6.9542,"12,647","-35,033"
"54,042","-60,458","-10,353","-10,795"
"-18,795","-30,458","-63,532","29,309"
"-13,067","-30,458","-73,532","7,889"
"-42,915","-11,046","-15,353","47,815"
"-43,494","-30,458","-73,532","-4,871"
"43,733","-10,046","-14,353","45,048"
"43,066","-70,458","-11,353","-15,375"
"26,672",7.9542,"14,647","-42,994"
"-2,266","-45,805","-13,532","49,086"
"37,727","95,419",1.6468,"28,199"
"44,658","-45,805","-35,316","39,049"
"-22,651","-60,458","-10,353","80,278"
"-16,331","95,419",1.6468,"30,974"
"31,843","-10,458","-33,532","26,703"
"17,751",6.9542,"11,647","39,454"
"3,765","-30,458","-73,532","-46,039"
"68,985",5.9542,"10,647","25,979"
"-11,013","95,419","64,684","28,287"
"-80,619",2.9542,4.6468,"-10,288"
"49,686","95,419","64,684","1,307"
"-3,416",6.9542,"11,647","-38,828"
"1,777","95,419",1.6468,"-35,088"
"-16,099","-60,458","-10,353","13,844"
"-38,433","-20,458","-53,532","-7,482"
"25,341","-10,046","-14,353","-20,344"
"20,767",2.9542,4.6468,"27,366"
"87,047","95,419","64,684","37,488"
"-79,502","-90,458","-13,353","38,278"
"-32,258",4.9542,8.6468,"2,204"
"14,095",7.9542,"13,647","46,655"
"43,784",2.9542,5.6468,"43,852"
"-87,439",2.9542,5.6468,"38,144"
"29,145",2.9542,4.6468,"14,079"
"4,233","-20,458","-43,532","46,658"
"26,691","-70,458","-11,353","33,957"
"32,687",5.9542,"10,647","32,539"
"39,427","-90,458","-13,353","38,129"
"32,848",3.9542,6.6468,"23,395"
"-18,613",7.9542,"13,647","53,155"
"-48,112","-45,805","-35,316","-64,226"
"-55,697","-60,458","-10,353","-27,097"
"-27,489","-20,458","-43,532","10,345"
"24,441","-45,805","-13,532","-2,676"
"10,965","95,419","64,684","27,162"
"3,817","-10,458","-23,532","10,371"
"-43,161","-20,458","-53,532","38,417"
"3,086",2.9542,5.6468,"33,099"
"-20,381","-10,458","-33,532","-29,858"
"-26,962","-90,458","-13,353","-33,771"
"46,748",7.9542,"13,647","-16,345"
"44,531","-90,458","-13,353","-23,419"
"39,813","-20,458","-53,532","1,854"
"-42,214","-10,046","-14,353","-40,952"
"-42,308",1.9542,2.6468,-751
"20,199",5.9542,"10,647","-35,528"
"-53,923","-20,458","-43,532","97,888"
"79,569",5.9542,9.6468,"-27,897"
"10,371",4.9542,8.6468,"12,127"
322,2.9542,5.6468,"-49,823"
"-14,139","-60,458","-10,353","29,938"
"26,011","-10,046","-14,353","22,007"
"-27,656","-45,805","-13,532","21,819"
"-17,522",2.9542,5.6468,"-17,394"
"-46,473","-80,458","-12,353","44,858"
"48,441",1.9542,2.6468,"8,227"
"40,968","-10,458","-23,532","-40,618"
"-47,184",1.9542,3.6468,"37,256"
"-34,411",3.9542,6.6468,"45,214"
"31,931","-20,458","-43,532","26,677"
"14,082",4.9542,8.6468,"29,549"
"11,095","-20,458","-53,532","13,574"
"82,362","-45,805","-13,532","-13,396"
"28,383","-11,046","-15,353","3,355"
"-46,048",1.9542,3.6468,"-14,855"
"-76,579","-90,458","-13,353","32,348"
"-39,303","-80,458","-12,353","30,805"
"24,249",5.9542,9.6468,"32,237"
"-22,862",5.9542,"10,647","15,139"
"48,668","-60,458","-10,353","-79,537"
"-40,041",5.9542,9.6468,"13,109"
"-35,748",2.9542,5.6468,"18,052"
"49,133",7.9542,"13,647","41,468"
"43,182","-10,458","-23,532","-15,484"
"46,705",6.9542,"12,647","13,677"
"48,208",1.9542,2.6468,"12,127"
"-48,721","-20,458","-53,532","-40,093"
"-46,332","-60,458","-10,353","-31,649"
"23,356",1.9542,2.6468,"16,764"
"17,995","-11,046","-15,353","-33,945"
"-84,136",2.9542,4.6468,"21,239"
"20,055",1.9542,2.6468,"17,143"
"38,824","-80,458","-12,353","23,384"
"-99,055","95,419","64,684","40,344"
"1,074","-20,458","-53,532","-32,607"
"-35,953","-11,046","-15,353","-36,465"
-266,5.9542,"10,647","-45,357"
"31,629",5.9542,9.6468,"-75,624"
"-22,448","-40,458","-83,532","-21,748"
"85,793","-50,458","-93,532","54,393"
"3,157","-20,458","-43,532","-24,868"
"15,272","-45,805","-35,316","-35,616"
"-35,187",7.9542,"14,647","-19,913"
"-11,257","95,419",1.6468,"26,393"
"21,465","-45,805","-13,532","-16,035"
"-30,913","-80,458","-12,353","4,571"
"-43,555","-10,458","-23,532","-20,431"
"37,022",5.9542,9.6468,"1,434"
"33,706","-70,458","-11,353","35,497"
"34,837",6.9542,"12,647","-34,313"
"-1,174","-70,458","-11,353","21,672"
"81,334",3.9542,7.6468,"-31,294"
"-32,077",7.9542,"14,647","-43,791"
"-15,833","-50,458","-93,532","-33,278"
"34,976",4.9542,8.6468,"4,102"
"15,158",3.9542,6.6468,"-45,027"
-497,1.9542,2.6468,"-41,279"
"21,171","-20,458","-43,532","-47,385"
"30,709",2.9542,5.6468,"-24,581"
"-32,372",3.9542,7.6468,"16,143"
"23,663","-20,458","-53,532","-65,293"
"24,801",7.9542,"14,647","-38,984"
"-2,343",5.9542,9.6468,"-25,267"
"22,344","-50,458","-93,532","29,654"
"-52,834","-30,458","-63,532","1,045"
"36,359",6.9542,"12,647","45,677"
"-44,172",7.9542,"13,647","26,573"
"42,947","-45,805","-35,316","24,971"
"-13,823","-50,458","-93,532","13,512"
"-34,038","-90,458","-13,353","-20,426"
"-38,476","-70,458","-11,353","26,889"
"39,827","-11,046","-15,353","26,253"
"-11,017","-80,458","-12,353","-56,953"
"-16,461","-45,805","-13,532","18,358"
"-95,138","-50,458","-93,532","37,838"
"-20,348","-60,458","-10,353","-11,532"
"-38,159","95,419",1.6468,"-39,087"
"46,822",4.9542,8.6468,"15,065"
"29,638","-45,805","-13,532","-11,869"
"-94,419","-30,458","-63,532","-41,028"
"26,609","-45,805","-35,316","-20,797"
"32,316",6.9542,"11,647","-29,993"
"14,524","-45,805","-13,532","-4,098"
"47,276","-40,458","-83,532","-39,606"
"29,669","-40,458","-83,532","16,673"
"29,327",4.9542,8.6468,"1,285"
"21,516",2.9542,4.6468,"27,168"
"18,136","-45,805","-35,316","30,798"
"-38,088","-80,458","-12,353","55,223"
"-16,223",1.9542,2.6468,"-28,019"
"-46,574",5.9542,9.6468,"-42,244"
"-15,853","-20,458","-43,532","69,513"
"48,188",7.9542,"13,647","83,166"
"-82,989","-60,458","-10,353","-17,015"
"-36,307","-40,458","-83,532","-17,379"
"80,254","-20,458","-53,532","-25,174"
"-12,653",4.9542,8.6468,"-3,817"
"11,635","95,419",1.6468,"-7,514"
"18,053",1.9542,2.6468,"-62,734"
"-13,227","-40,458","-83,532","22,655"
"1,886","-20,458","-43,532","-20,268"
"46,405","95,419",1.6468,"-19,082"
"-29,505","95,419",1.6468,"30,834"
"-11,092",5.9542,9.6468,"43,103"
"3,271","-70,458","-11,353","27,126"
"48,287","-80,458","-12,353","-49,132"
"35,223","-10,046","-14,353","49,686"
"18,759",2.9542,5.6468,"-25,181"
"-24,507",7.9542,"13,647","-34,849"
"-50,086",5.9542,"10,647","-46,379"
"-6,069",6.9542,"12,647","-3,317"
"-2,662",4.9542,8.6468,"-15,193"
"-36,919",3.9542,7.6468,"1,654"
"-12,173",1.9542,3.6468,"-21,109"
"-4,692","-45,805","-13,532","12,518"
"13,338","-10,046","-14,353","48,582"
"-37,338",2.9542,5.6468,"64,481"
"2,916",7.9542,"13,647","-42,525"
"-41,612","-10,458","-23,532","11,172"
"61,037","-90,458","-13,353","42,117"
"-33,943",1.9542,2.6468,"28,703"
"14,655",4.9542,8.6468,"44,194"
"27,593",1.9542,3.6468,"37,306"
"-19,625",2.9542,5.6468,"28,937"
"-38,787",4.9542,8.6468,"-46,161"
"-45,486","95,419","64,684","37,042"
"-59,417",3.9542,7.6468,"25,768"
"33,281","-90,458","-13,353","-16,885"
"23,987",5.9542,"10,647","-10,655"
"-22,026","-50,458","-93,532","26,324"
"-28,981","-30,458","-63,532","16,008"
"19,699",5.9542,9.6468,"-10,682"
"40,995","95,419",1.6468,"-48,626"
"-22,474","-30,458","-73,532","9,487"
"23,865","95,419",1.6468,"-10,747"
"42,143",5.9542,9.6468,"-32,022"
"12,228",3.9542,6.6468,"34,917"
"-82,031","95,419",1.6468,"41,823"
"-65,313","-20,458","-53,532","-25,065"
"23,253",1.9542,2.6468,"-10,943"
"-11,804","-20,458","-53,532","-17,204"
"19,241","-11,046","-15,353","-12,423"
"-44,544",7.9542,"14,647","-24,084"
"47,965","-50,458","-93,532","-38,668"
"-79,112",4.9542,8.6468,"4,866"
"31,015","-10,458","-23,532","14,186"
"-21,406",7.9542,"14,647","20,833"
"45,026",1.9542,2.6468,"53,248"
"46,979","-40,458","-83,532","-31,499"
"-31,167",1.9542,2.6468,"45,765"
454,"-20,458","-43,532","23,978"
"44,815","-30,458","-63,532","87,363"
"26,099","-45,805","-13,532","4,016"
"11,917","95,419","64,684","-47,502"
"-58,884",6.9542,"11,647","31,481"
"-28,395",2.9542,4.6468,"28,557"
"-47,503","-11,046","-15,353","-19,778"
"45,229",1.9542,3.6468,"20,309"
"73,234","-11,046","-15,353","-32,268"
372,"-70,458","-11,353","-36,884"
"-4,066",6.9542,"12,647","46,432"
"-26,207",6.9542,"11,647","-26,187"
"33,903",6.9542,"11,647","38,303"
"1,089","-45,805","-35,316","-20,044"
"34,916","95,419",1.6468,"61,083"
"31,248","-30,458","-63,532","32,261"
"42,925",6.9542,"12,647","-38,809"
"-22,597",7.9542,"13,647","36,203"
"37,555","-45,805","-35,316","44,764"
"25,112",7.9542,"14,647","-25,583"
"-28,072",2.9542,4.6468,"73,522"
"-35,301",3.9542,7.6468,"-25,814"
"-37,933",1.9542,2.6468,"39,303"
"-11,536",5.9542,"10,647","16,892"
"-28,761",7.9542,"13,647","65,799"
"-41,289","-40,458","-83,532",431
"26,521","-30,458","-73,532","47,501"
"-29,595",1.9542,2.6468,"-14,132"
"-28,359",6.9542,"12,647","34,409"
"-24,519",3.9542,6.6468,"-46,975"
"12,459","-10,458","-23,532","14,472"
"31,171","-20,458","-53,532","-10,906"
"-92,001","-20,458","-53,532","42,318"
"30,462","-20,458","-43,532","-39,834"
"-15,521",4.9542,8.6468,"35,699"
"4,555",5.9542,9.6468,"23,851"
"-49,944",5.9542,9.6468,"-29,105"
"-14,421",5.9542,9.6468,"43,255"
"29,804","95,419",1.6468,"27,866"
"-5,731",7.9542,"13,647","-48,814"
"45,318",6.9542,"11,647","14,379"
"10,071",4.9542,8.6468,"24,782"
"-26,309","-11,046","-15,353","-99,203"
"34,774","-10,458","-23,532","42,876"
"-4,607",7.9542,"13,647","34,619"
"-43,437","-10,046","-14,353","20,518"
"34,021","-90,458","-13,353",-226
"10,721",2.9542,5.6468,"-32,322"
"-27,336","-30,458","-73,532","-45,932"
"12,531",6.9542,"12,647","-12,925"
"26,501","-11,046","-15,353","-2,457"
"22,227","-45,805","-13,532","-48,214"
"-14,963",2.9542,4.6468,"-16,845"
"13,966","-10,046","-14,353","-27,824"
"-22,665","-60,458","-10,353","11,852"
"-45,174","-30,458","-73,532","34,967"
"-27,735","-20,458","-43,532","41,334"
"20,449",6.9542,"11,647","12,514"
"23,964",3.9542,7.6468,"-3,426"
"27,288","-30,458","-73,532","-67,986"
"12,088","-45,805","-13,532","38,503"
"-14,918","-20,458","-43,532","15,905"
"-38,782","-10,458","-23,532","-27,424"
"29,141","-40,458","-83,532","34,507"
"41,283","-30,458","-73,532","31,125"
"35,491","-20,458","-53,532","32,482"
"-31,078","-30,458","-63,532","49,513"
"49,452","-10,458","-33,532","-20,625"
"40,114","-30,458","-63,532","4,487"
"-19,175","-70,458","-11,353","-1,908"
"-31,548",3.9542,6.6468,"-42,922"
"-21,648","-10,458","-23,532","-94,858"
"31,328","-20,458","-53,532","-17,833"
"-21,432","-80,458","-12,353","31,773"
"9,194",1.9542,2.6468,"46,469"
"18,945","95,419",1.6468,"-63,161"
"-16,227",5.9542,9.6468,"-28,578"
"-19,142","-60,458","-10,353","-39,478"
"24,049","-60,458","-10,353","-36,233"
"-50,094","-20,458","-43,532","-46,707"
"41,488","-80,458","-12,353","29,137"
"19,441","-20,458","-53,532","-30,006"
"28,924","-11,046","-15,353","42,894"
"-14,373","-10,046","-14,353","-16,643"
"-14,669",2.9542,5.6468,"40,802"
"40,001","-20,458","-43,532","13,208"
"10,605","-30,458","-63,532","-18,751"
"16,969",3.9542,7.6468,"39,631"
"45,316",5.9542,"10,647","-2,031"
"28,994","-40,458","-83,532","-17,938"
"18,812","-45,805","-35,316","31,542"
"26,454",4.9542,8.6468,"32,208"
"37,866",6.9542,"12,647","23,836"
"24,317","-10,046","-14,353","15,124"
"16,282",2.9542,5.6468,"-10,318"
"44,664",6.9542,"12,647","49,311"
"83,128","-80,458","-12,353","-40,623"
"40,161","-30,458","-73,532","12,662"
"47,347","-60,458","-10,353","41,891"
"-24,726","95,419","64,684","-77,968"
"1,998","-40,458","-83,532","-18,626"
"-47,969","-20,458","-53,532","31,436"
"19,074",7.9542,"13,647","93,022"
"11,765","-70,458","-11,353","28,842"
"42,887",3.9542,6.6468,"-10,074"
"37,196",4.9542,8.6468,"32,328"
"-20,188",5.9542,9.6468,"16,772"
"-48,705",7.9542,"14,647","-45,586"
"-31,057",1.9542,3.6468,"-94,195"
"2,636",2.9542,5.6468,"68,303"
"-16,374","-20,458","-43,532","21,109"
"39,145",1.9542,3.6468,"-54,351"
"-23,986","-20,458","-53,532","-29,103"
"39,646",5.9542,9.6468,"-45,761"
"-26,277",2.9542,5.6468,"46,445"
"48,473",7.9542,"14,647","-3,957"
"10,517",5.9542,9.6468,"32,024"
"-49,963",5.9542,"10,647","-4,173"
"-74,881","-10,046","-14,353","69,289"
"-90,962",2.9542,5.6468,"4,895"
"2,776","-20,458","-43,532","-15,179"
"25,132","-50,458","-93,532","3,707"
"3,377",3.9542,6.6468,"-2,572"
"-23,973","-60,458","-10,353","31,171"
"-31,516",1.9542,2.6468,"-34,294"
"-44,904","-50,458","-93,532","58,021"
"41,254",2.9542,5.6468,"-28,938"
"-33,981",7.9542,"13,647","10,398"
"-18,747","-10,458","-23,532","18,035"
"-42,251",6.9542,"12,647","3,989"
"-18,543","-90,458","-13,353","-42,694"
"38,184",7.9542,"13,647","37,867"
"-22,107","-60,458","-10,353","21,488"
"-65,048","-50,458","-93,532","22,497"
"13,253",5.9542,9.6468,"-22,235"
"-16,678",1.9542,3.6468,"42,795"
"10,478","-90,458","-13,353","34,644"
"-37,402",7.9542,"13,647","14,121"
"38,754","-40,458","-83,532","-31,387"
"26,959","95,419","64,684","-32,544"
"21,002","-30,458","-73,532","46,195"
"-25,145","-70,458","-11,353","-34,906"
"25,807","-70,458","-11,353","48,025"
"-28,247","95,419","64,684","-1,453"
"-1,888","-45,805","-35,316","82,123"
"68,085",3.9542,7.6468,"-48,254"
"48,824","-45,805","-13,532","-17,682"
"-1,961",7.9542,"13,647","38,926"
"-32,919","-60,458","-10,353","-47,177"
"-15,031","-30,458","-73,532","-28,776"
"-4,708",5.9542,"10,647","48,323"
"49,223","-40,458","-83,532","16,964"
"89,128",2.9542,4.6468,"32,055"
"49,116",5.9542,9.6468,"-13,417"
"46,781",2.9542,5.6468,"-29,279"
"33,806","-20,458","-53,532","-45,778"
"48,522","-80,458","-12,353","37,635"
"-22,663",5.9542,9.6468,"74,258"
"-36,565","-20,458","-53,532","36,894"
"1,179","-20,458","-53,532","28,907"
"-75,857","-30,458","-73,532","-2,154"
"-36,167","-10,046","-14,353","42,163"
"-46,416",1.9542,2.6468,"-18,603"
"20,554","-40,458","-83,532","76,665"
"-54,707","-10,458","-23,532","-19,094"
"-18,279",7.9542,"13,647","-35,899"
"-15,634",6.9542,"12,647","14,402"
"12,512",6.9542,"11,647","32,217"
"22,024",5.9542,9.6468,"14,198"
"22,408","-40,458","-83,532","-15,917"
"48,226","-70,458","-11,353","16,502"
"-40,159",5.9542,"10,647","-14,315"
"-56,504","-60,458","-10,353","18,322"
"34,722","-20,458","-43,532","-27,744"
"41,876","-20,458","-43,532","2,561"
"-15,105",4.9542,8.6468,"-20,591"
